Reference,Item number,Type,Word,COCA Count,COCA Total Count,COCA Frequency per 1000 words
Deacon et al. (2018),487,Input,behaves,13,5536628,0.0023479995405145514
Deacon et al. (2018),487,Target,bravely,39,5536628,0.007043998621543654
Deacon et al. (2018),488,Input,wise,243,5536628,0.04388952987269508
Deacon et al. (2018),488,Target,wisely,43,5536628,0.007766460018625055
Deacon et al. (2018),489,Input,polite,113,5536628,0.020409534467549565
Deacon et al. (2018),489,Target,politely,62,5536628,0.011198151654761707
Deacon et al. (2018),490,Input,dust,350,5536628,0.06321537224462254
Deacon et al. (2018),490,Target,dusty,117,5536628,0.021131995864630965
Deacon et al. (2018),491,Input,mist,147,5536628,0.026550456342741467
Deacon et al. (2018),491,Target,misty,21,5536628,0.0037929223346773525
Deacon et al. (2018),492,Input,frost,69,5536628,0.012462459099654157
Deacon et al. (2018),492,Target,frosty,40,5536628,0.007224613970814004
Deacon et al. (2018),493,Input,paint,387,5536628,0.0698981401676255
Deacon et al. (2018),493,Target,painter,47,5536628,0.008488921415706455
Deacon et al. (2018),494,Input,dance,888,5536628,0.1603864301520709
Deacon et al. (2018),494,Target,dancer,56,5536628,0.010114459559139607
Deacon et al. (2018),495,Input,juggle,7,5536628,0.001264307444892451
Deacon et al. (2018),495,Target,juggler,4,5536628,0.0007224613970814004
Deacon et al. (2018),496,Input,ghost,366,5536628,0.06610521783294813
Deacon et al. (2018),496,Target,ghostie,0,5536628,0.0
Deacon et al. (2018),497,Input,beast,235,5536628,0.04244460707853227
Deacon et al. (2018),497,Target,beastie,2,5536628,0.0003612306985407002
Deacon et al. (2018),498,Input,bird,763,5536628,0.13780951149327714
Deacon et al. (2018),498,Target,birdy,11,5536628,0.001986768841973851
Deacon et al. (2018),499,Input,collect,182,5536628,0.032871993567203724
Deacon et al. (2018),499,Target,collection,188,5536628,0.03395568566282582
Deacon et al. (2018),500,Input,invent,39,5536628,0.007043998621543654
Deacon et al. (2018),500,Target,invention,93,5536628,0.01679722748214256
Deacon et al. (2018),501,Input,suggest,177,5536628,0.03196891682085197
Deacon et al. (2018),501,Target,suggestion,69,5536628,0.012462459099654157
Deacon et al. (2018),502,Input,move,1354,5536628,0.24455318291205405
Deacon et al. (2018),502,Target,movement,244,5536628,0.04407014522196542
Deacon et al. (2018),503,Input,agree,283,5536628,0.05111414384350908
Deacon et al. (2018),503,Target,agreement,86,5536628,0.01553292003725011
Deacon et al. (2018),504,Input,argue,123,5536628,0.022215687960253062
Deacon et al. (2018),504,Target,argument,97,5536628,0.017519688879223963
Levesque et al. (2017),505,Input,warm,1030,5536628,0.18603380974846062
Levesque et al. (2017),505,Target,warmth,125,5536628,0.022576918658793764
Levesque et al. (2017),506,Input,growth,192,5536628,0.034678147059907224
Levesque et al. (2017),506,Target,grow,775,5536628,0.13997689568452132
Levesque et al. (2017),507,Input,permit,46,5536628,0.008308306066436105
Levesque et al. (2017),507,Target,permission,177,5536628,0.03196891682085197
Levesque et al. (2017),508,Input,variable,7,5536628,0.001264307444892451
Levesque et al. (2017),508,Target,vary,93,5536628,0.01679722748214256
Levesque et al. (2017),509,Input,appear,282,5536628,0.05093352849423873
Levesque et al. (2017),509,Target,appearance,129,5536628,0.023299380055875164
Levesque et al. (2017),510,Input,density,16,5536628,0.0028898455883256016
Levesque et al. (2017),510,Target,dense,48,5536628,0.008669536764976806
Levesque et al. (2017),511,Input,four,2329,5536628,0.4206531484506454
Levesque et al. (2017),511,Target,fourth,320,5536628,0.057796911766512034
Levesque et al. (2017),512,Input,famous,474,5536628,0.08561167555414595
Levesque et al. (2017),512,Target,fame,88,5536628,0.01589415073579081
Levesque et al. (2017),513,Input,protect,509,5536628,0.0919332127786082
Levesque et al. (2017),513,Target,protection,229,5536628,0.041360914982910175
Levesque et al. (2017),514,Input,fifth,255,5536628,0.04605691406393928
Levesque et al. (2017),514,Target,five,1920,5536628,0.34678147059907216
Levesque et al. (2017),515,Input,expand,63,5536628,0.011378767004032056
Levesque et al. (2017),515,Target,expansion,26,5536628,0.004695999081029103
Levesque et al. (2017),516,Input,strength,439,5536628,0.0792901383296837
Levesque et al. (2017),516,Target,strong,922,5536628,0.16652735202726282
Levesque et al. (2017),517,Input,reason,801,5536628,0.14467289476555042
Levesque et al. (2017),517,Target,reasonable,97,5536628,0.017519688879223963
Levesque et al. (2017),518,Input,popularity,31,5536628,0.005599075827380853
Levesque et al. (2017),518,Target,popular,304,5536628,0.054907066178186435
Levesque et al. (2017),519,Input,deep,1344,5536628,0.24274702941935056
Levesque et al. (2017),519,Target,depth,44,5536628,0.007947075367895405
Levesque et al. (2017),520,Input,publicity,27,5536628,0.004876614430299454
Levesque et al. (2017),520,Target,public,648,5536628,0.11703874632718687
Levesque et al. (2017),521,Input,long,5091,5536628,0.9195127431353525
Levesque et al. (2017),521,Target,length,252,5536628,0.04551506801612822
Levesque et al. (2017),522,Input,originality,6,5536628,0.0010836920956221008
Levesque et al. (2017),522,Target,original,219,5536628,0.039554761490206675
Levesque et al. (2017),523,Input,absorb,48,5536628,0.008669536764976806
Levesque et al. (2017),523,Target,absorption,11,5536628,0.001986768841973851
Levesque et al. (2017),524,Input,courageous,38,5536628,0.006863383272273304
Levesque et al. (2017),524,Target,courage,202,5536628,0.036484300552610725
Levesque et al. (2017),525,Input,swim,381,5536628,0.06881444807200339
Levesque et al. (2017),525,Target,swimmer,69,5536628,0.012462459099654157
Levesque et al. (2017),526,Input,dangerous,458,5536628,0.08272182996582035
Levesque et al. (2017),526,Target,danger,331,5536628,0.059783680608485885
Levesque et al. (2017),527,Input,wash,429,5536628,0.0774839848369802
Levesque et al. (2017),527,Target,washer,14,5536628,0.002528614889784902
Levesque et al. (2017),528,Input,baker,153,5536628,0.02763414843836357
Levesque et al. (2017),528,Target,bake,266,5536628,0.048043682905913127
Levesque et al. (2017),529,Input,assist,74,5536628,0.013365535846005907
Levesque et al. (2017),529,Target,assistance,180,5536628,0.03251076286866302
Levesque et al. (2017),530,Input,guidance,78,5536628,0.014087997243087309
Levesque et al. (2017),530,Target,guide,397,5536628,0.07170429366032899
Levesque et al. (2017),531,Input,produce,124,5536628,0.022396303309523413
Levesque et al. (2017),531,Target,production,76,5536628,0.013726766544546609
Levesque et al. (2017),532,Input,reliable,53,5536628,0.009572613511328557
Levesque et al. (2017),532,Target,rely,68,5536628,0.012281843750383808
Levesque et al. (2017),533,Input,teach,629,5536628,0.11360705469105022
Levesque et al. (2017),533,Target,teacher,1116,5536628,0.20156672978571072
Levesque et al. (2017),534,Input,acceptance,40,5536628,0.007224613970814004
Levesque et al. (2017),534,Target,accept,254,5536628,0.045876298714668924
Levesque et al. (2017),535,Input,profit,55,5536628,0.009933844209869256
Levesque et al. (2017),535,Target,profitable,12,5536628,0.0021673841912442015
Levesque et al. (2017),536,Input,continuous,31,5536628,0.005599075827380853
Levesque et al. (2017),536,Target,continue,391,5536628,0.0706206015647069
Levesque et al. (2017),537,Input,major,612,5536628,0.11053659375345427
Levesque et al. (2017),537,Target,majority,73,5536628,0.013184920496735558
Levesque et al. (2017),538,Input,difference,359,5536628,0.0648409103880557
Levesque et al. (2017),538,Target,differ,22,5536628,0.003973537683947702
Levesque et al. (2017),539,Input,remark,51,5536628,0.009211382812787857
Levesque et al. (2017),539,Target,remarkable,73,5536628,0.013184920496735558
Levesque et al. (2017),540,Input,reduction,16,5536628,0.0028898455883256016
Levesque et al. (2017),540,Target,reduce,148,5536628,0.026731071692011815
Levesque et al. (2017),541,Input,revise,5,5536628,0.0009030767463517505
Levesque et al. (2017),541,Target,revision,2,5536628,0.0003612306985407002
Levesque et al. (2017),542,Input,runner,139,5536628,0.025105533548578664
Levesque et al. (2017),542,Target,run,2132,5536628,0.38507192464438644
Levesque et al. (2017),543,Input,equal,173,5536628,0.031246455423770567
Levesque et al. (2017),543,Target,equality,34,5536628,0.006140921875191904
Levesque et al. (2017),544,Input,election,69,5536628,0.012462459099654157
Levesque et al. (2017),544,Target,elect,20,5536628,0.003612306985407002
Levesque et al. (2017),545,Input,express,164,5536628,0.02962091728033742
Levesque et al. (2017),545,Target,expression,239,5536628,0.043167068475613676
Levesque et al. (2017),546,Input,width,26,5536628,0.004695999081029103
Levesque et al. (2017),546,Target,wide,787,5536628,0.14214427987576556
Levesque et al. (2017),547,Input,perform,159,5536628,0.028717840533985666
Levesque et al. (2017),547,Target,performance,160,5536628,0.028898455883256017
Levesque et al. (2017),548,Input,dryer,63,5536628,0.011378767004032056
Levesque et al. (2017),548,Target,dry,781,5536628,0.14106058778014344
Levesque et al. (2017),549,Input,adventure,423,5536628,0.0764002927413581
Levesque et al. (2017),549,Target,adventurous,19,5536628,0.003431691636136652
Levesque et al. (2017),550,Input,admission,23,5536628,0.004154153033218052
Levesque et al. (2017),550,Target,admit,271,5536628,0.04894675965226488
Levesque et al. (2017),551,Input,active,252,5536628,0.04551506801612822
Levesque et al. (2017),551,Target,activity,373,5536628,0.0673695252778406
Levesque et al. (2017),552,Input,decision,323,5536628,0.058338757814323086
Levesque et al. (2017),552,Target,decide,391,5536628,0.0706206015647069
Levesque et al. (2017),553,Input,humor,150,5536628,0.027092302390552516
Levesque et al. (2017),553,Target,humorous,12,5536628,0.0021673841912442015
Levesque et al. (2017),554,Input,division,128,5536628,0.023118764706604813
Levesque et al. (2017),554,Target,divide,86,5536628,0.01553292003725011
Levesque et al. (2017),555,Input,human,735,5536628,0.13275228171370732
Levesque et al. (2017),555,Target,humanity,16,5536628,0.0028898455883256016
Levesque et al. (2017),556,Input,agreeable,9,5536628,0.001625538143433151
Levesque et al. (2017),556,Target,agree,283,5536628,0.05111414384350908
Levesque et al. (2017),557,Input,glory,107,5536628,0.019325842371927464
Levesque et al. (2017),557,Target,glorious,68,5536628,0.012281843750383808
Levesque et al. (2017),558,Input,discussion,131,5536628,0.023660610754415865
Levesque et al. (2017),558,Target,discuss,197,5536628,0.03558122380625897
Levesque et al. (2017),559,Input,mystery,234,5536628,0.04226399172926193
Levesque et al. (2017),559,Target,mysterious,171,5536628,0.030885224725229865
Levesque et al. (2017),560,Input,description,78,5536628,0.014087997243087309
Levesque et al. (2017),560,Target,describe,137,5536628,0.024744302850037963
Tong et al. (2013),561,Input,strong,922,5536628,0.16652735202726282
Tong et al. (2013),561,Target,strongest,42,5536628,0.007585844669354705
Tong et al. (2013),562,Input,chill,163,5536628,0.02944030193106707
Tong et al. (2013),562,Target,chilly,66,5536628,0.011920613051843106
Tong et al. (2013),563,Input,write,1080,5536628,0.19506457721197812
Tong et al. (2013),563,Target,writer,173,5536628,0.031246455423770567
Tong et al. (2013),564,Input,curl,69,5536628,0.012462459099654157
Tong et al. (2013),564,Target,curly,175,5536628,0.03160768612231127
Tong et al. (2013),565,Input,store,868,5536628,0.1567741231666639
Tong et al. (2013),565,Target,storage,98,5536628,0.01770030422849431
Tong et al. (2013),566,Input,bite,319,5536628,0.05761629641724169
Tong et al. (2013),566,Target,biting,111,5536628,0.020048303769008863
Tong et al. (2013),567,Input,goose,129,5536628,0.023299380055875164
Tong et al. (2013),567,Target,geese,55,5536628,0.009933844209869256
Tong et al. (2013),568,Input,obedient,13,5536628,0.0023479995405145514
Tong et al. (2013),568,Target,obedience,14,5536628,0.002528614889784902
Tong et al. (2013),569,Input,strong,922,5536628,0.16652735202726282
Tong et al. (2013),569,Target,strength,439,5536628,0.0792901383296837
Tong et al. (2013),570,Input,clean,782,5536628,0.1412412031294138
Tong et al. (2013),570,Target,cleaner,54,5536628,0.009753228860598907
Tong et al. (2013),571,Input,deep,1344,5536628,0.24274702941935056
Tong et al. (2013),571,Target,depth,44,5536628,0.007947075367895405
Tong et al. (2013),572,Input,mouse,262,5536628,0.04732122150883173
Tong et al. (2013),572,Target,mice,146,5536628,0.026369840993471116
Tong et al. (2013),573,Input,scratch,102,5536628,0.018422765625575713
Tong et al. (2013),573,Target,scratched,103,5536628,0.018603380974846064
Tong et al. (2013),574,Input,true,1192,5536628,0.21529349633025732
Tong et al. (2013),574,Target,truth,547,5536628,0.09879659605088151
Tong et al. (2013),575,Input,farm,480,5536628,0.08669536764976804
Tong et al. (2013),575,Target,farmer,226,5536628,0.04081906893509913
Tong et al. (2013),576,Input,mild,129,5536628,0.023299380055875164
Tong et al. (2013),576,Target,mildly,22,5536628,0.003973537683947702
Tong et al. (2013),577,Input,sing,380,5536628,0.06863383272273305
Tong et al. (2013),577,Target,sang,193,5536628,0.03485876240917757
Tong et al. (2013),578,Input,science,403,5536628,0.07278798575595109
Tong et al. (2013),578,Target,scientist,103,5536628,0.018603380974846064
Tong et al. (2013),579,Input,shrink,52,5536628,0.009391998162058206
Tong et al. (2013),579,Target,shrinkage,1,5536628,0.0001806153492703501
Tong et al. (2013),580,Input,bold,98,5536628,0.01770030422849431
Tong et al. (2013),580,Target,boldly,30,5536628,0.0054184604781105025
Tong et al. (2013),581,Input,fly,715,5536628,0.12913997472830033
Tong et al. (2013),581,Target,flying,510,5536628,0.09211382812787856
Tong et al. (2011),582,Input,walk,1315,5536628,0.2375091842905104
Tong et al. (2011),582,Target,walked,1481,5536628,0.2674913322693885
Tong et al. (2011),583,Input,sneaker,16,5536628,0.0028898455883256016
Tong et al. (2011),583,Target,sneakers,97,5536628,0.017519688879223963
Tong et al. (2011),584,Input,low,1008,5536628,0.1820602720645129
Tong et al. (2011),584,Target,lower,392,5536628,0.07080121691397724
Tong et al. (2011),585,Input,stood,1691,5536628,0.30542055561616205
Tong et al. (2011),585,Target,stand,1059,5536628,0.19127165487730077
Tong et al. (2011),586,Input,lose,617,5536628,0.11143967049980602
Tong et al. (2011),586,Target,lost,1345,5536628,0.24292764476862092
Tong et al. (2011),587,Input,say,4718,5536628,0.8521432178575118
Tong et al. (2011),587,Target,said,20477,5536628,3.698460507008959
Tong et al. (2011),588,Input,child,6346,5536628,1.1461850064696417
Tong et al. (2011),588,Target,children,5853,5536628,1.0571416392793591
Tong et al. (2011),589,Input,kept,1206,5536628,0.21782211122004225
Tong et al. (2011),589,Target,keep,3490,5536628,0.6303475689535218
Tong et al. (2011),590,Input,taller,128,5536628,0.023118764706604813
Tong et al. (2011),590,Target,tall,828,5536628,0.1495495091958499
Tong et al. (2011),591,Input,fun,1697,5536628,0.30650424771178414
Tong et al. (2011),591,Target,funny,620,5536628,0.11198151654761707
Tong et al. (2011),592,Input,bake,266,5536628,0.048043682905913127
Tong et al. (2011),592,Target,baker,153,5536628,0.02763414843836357
Tong et al. (2011),593,Input,sun,1249,5536628,0.2255885712386673
Tong et al. (2011),593,Target,sunny,147,5536628,0.026550456342741467
Tong et al. (2011),594,Input,work,4235,5536628,0.7649060041599327
Tong et al. (2011),594,Target,worker,194,5536628,0.035039377758447926
Tong et al. (2011),595,Input,deep,1344,5536628,0.24274702941935056
Tong et al. (2011),595,Target,depth,44,5536628,0.007947075367895405
Tong et al. (2011),596,Input,action,489,5536628,0.0883209057932012
Tong et al. (2011),596,Target,act,558,5536628,0.10078336489285536
Tong et al. (2011),597,Input,art,510,5536628,0.09211382812787856
Tong et al. (2011),597,Target,artist,170,5536628,0.03070460937595952
Tong et al. (2011),598,Input,wide,787,5536628,0.14214427987576556
Tong et al. (2011),598,Target,width,26,5536628,0.004695999081029103
Mahony et al. (2000),599,Input,person,1370,5536628,0.24744302850037966
Mahony et al. (2000),599,Target,personal,400,5536628,0.07224613970814005
Mahony et al. (2000),600,Input,allow,378,5536628,0.06827260202419234
Mahony et al. (2000),600,Target,allowance,73,5536628,0.013184920496735558
Mahony et al. (2000),601,Input,beauty,358,5536628,0.06466029503878533
Mahony et al. (2000),601,Target,beautiful,1144,5536628,0.2066239595652805
Mahony et al. (2000),602,Input,region,104,5536628,0.01878399632411641
Mahony et al. (2000),602,Target,regional,72,5536628,0.013004305147465207
Mahony et al. (2000),603,Input,bag,1106,5536628,0.19976057629300722
Mahony et al. (2000),603,Target,baggage,28,5536628,0.005057229779569804
Mahony et al. (2000),604,Input,pity,92,5536628,0.01661661213287221
Mahony et al. (2000),604,Target,pitiful,14,5536628,0.002528614889784902
Mahony et al. (2000),605,Input,parent,750,5536628,0.1354615119527626
Mahony et al. (2000),605,Target,parental,120,5536628,0.02167384191244201
Mahony et al. (2000),606,Input,history,690,5536628,0.12462459099654158
Mahony et al. (2000),606,Target,historic,73,5536628,0.013184920496735558
Mahony et al. (2000),607,Input,atom,5,5536628,0.0009030767463517505
Mahony et al. (2000),607,Target,atomic,36,5536628,0.006502152573732604
Mahony et al. (2000),608,Input,superior,56,5536628,0.010114459559139607
Mahony et al. (2000),608,Target,superiority,5,5536628,0.0009030767463517505
Mahony et al. (2000),609,Input,poet,97,5536628,0.017519688879223963
Mahony et al. (2000),609,Target,poetic,15,5536628,0.0027092302390552513
Mahony et al. (2000),610,Input,participate,126,5536628,0.02275753400806411
Mahony et al. (2000),610,Target,participation,53,5536628,0.009572613511328557
Mahony et al. (2000),611,Input,deep,1344,5536628,0.24274702941935056
Mahony et al. (2000),611,Target,depth,44,5536628,0.007947075367895405
Mahony et al. (2000),612,Input,sincere,22,5536628,0.003973537683947702
Mahony et al. (2000),612,Target,sincerity,6,5536628,0.0010836920956221008
Mahony et al. (2000),613,Input,supervise,24,5536628,0.004334768382488403
Mahony et al. (2000),613,Target,supervision,76,5536628,0.013726766544546609
Mahony et al. (2000),614,Input,meter,99,5536628,0.01788091957776466
Mahony et al. (2000),614,Target,metric,7,5536628,0.001264307444892451
Mahony et al. (2000),615,Input,nature,381,5536628,0.06881444807200339
Mahony et al. (2000),615,Target,natural,434,5536628,0.07838706158333195
Mahony et al. (2000),616,Input,add,731,5536628,0.13202982031662594
Mahony et al. (2000),616,Target,addition,230,5536628,0.041541530332180526
Mahony et al. (2000),617,Input,associate,89,5536628,0.01607476608506116
Mahony et al. (2000),617,Target,association,259,5536628,0.04677937546102068
Mahony et al. (2000),618,Input,concentrate,129,5536628,0.023299380055875164
Mahony et al. (2000),618,Target,concentration,74,5536628,0.013365535846005907
Mahony et al. (2000),619,Input,divide,86,5536628,0.01553292003725011
Mahony et al. (2000),619,Target,division,128,5536628,0.023118764706604813
Mahony et al. (2000),620,Input,relate,60,5536628,0.010836920956221005
Mahony et al. (2000),620,Target,relation,13,5536628,0.0023479995405145514
Mahony et al. (2000),621,Input,decide,391,5536628,0.0706206015647069
Mahony et al. (2000),621,Target,decision,323,5536628,0.058338757814323086
Mahony et al. (2000),622,Input,reduce,148,5536628,0.026731071692011815
Mahony et al. (2000),622,Target,reduction,16,5536628,0.0028898455883256016
Mahony et al. (2000),623,Input,sign,827,5536628,0.14936889384657956
Mahony et al. (2000),623,Target,signature,41,5536628,0.007405229320084355
Mahony et al. (2000),624,Input,resign,13,5536628,0.0023479995405145514
Mahony et al. (2000),624,Target,resignation,19,5536628,0.003431691636136652
Mahony et al. (2000),625,Input,bomb,74,5536628,0.013365535846005907
Mahony et al. (2000),625,Target,bombard,5,5536628,0.0009030767463517505
Mahony et al. (2000),626,Input,crumb,12,5536628,0.0021673841912442015
Mahony et al. (2000),626,Target,crumble,37,5536628,0.006682767923002954
Mahony et al. (2000),627,Input,sign,827,5536628,0.14936889384657956
Mahony et al. (2000),627,Target,signal,177,5536628,0.03196891682085197
Mahony et al. (2000),628,Input,knowledge,286,5536628,0.05165598989132013
Mahony et al. (2000),628,Target,acknowledge,74,5536628,0.013365535846005907
Wolter & Pike (2015),629,Input,cook,540,5536628,0.09753228860598906
Wolter & Pike (2015),629,Target,cookery,3,5536628,0.0005418460478110504
Wolter & Pike (2015),630,Input,equalize,1,5536628,0.0001806153492703501
Wolter & Pike (2015),630,Target,equalize,1,5536628,0.0001806153492703501
Wolter & Pike (2015),631,Input,odd,290,5536628,0.05237845128840153
Wolter & Pike (2015),631,Target,oddity,3,5536628,0.0005418460478110504
Wolter & Pike (2015),632,Input,odor,49,5536628,0.008850152114247155
Wolter & Pike (2015),632,Target,odorous,4,5536628,0.0007224613970814004
Wolter & Pike (2015),633,Input,puzzle,77,5536628,0.013907381893816958
Wolter & Pike (2015),633,Target,puzzlement,2,5536628,0.0003612306985407002
Wolter & Pike (2015),634,Input,secret,617,5536628,0.11143967049980602
Wolter & Pike (2015),634,Target,secretive,13,5536628,0.0023479995405145514
Wolter & Pike (2015),635,Input,wish,888,5536628,0.1603864301520709
Wolter & Pike (2015),635,Target,wishful,3,5536628,0.0005418460478110504
Wolter & Pike (2015),636,Input,ocean,394,5536628,0.07116244761251794
Wolter & Pike (2015),636,Target,oceanaut,0,5536628,0.0
Wolter & Pike (2015),637,Input,yellow,643,5536628,0.11613566958083513
Wolter & Pike (2015),637,Target,yellowing,4,5536628,0.0007224613970814004
Wolter & Pike (2015),638,Input,cover,588,5536628,0.10620182537096587
Wolter & Pike (2015),638,Target,coverlet,11,5536628,0.001986768841973851
Wolter & Pike (2015),639,Input,crazy,591,5536628,0.10674367141877691
Wolter & Pike (2015),639,Target,craziness,2,5536628,0.0003612306985407002
Wolter & Pike (2015),640,Input,pay,846,5536628,0.1528005854827162
Wolter & Pike (2015),640,Target,payee,0,5536628,0.0
Wolter & Pike (2015),641,Input,touch,597,5536628,0.107827363514399
Wolter & Pike (2015),641,Target,touchily,0,5536628,0.0
Wolter & Pike (2015),642,Input,game,1901,5536628,0.34334977896293556
Wolter & Pike (2015),642,Target,gaming,9,5536628,0.001625538143433151
Wolter & Pike (2015),643,Input,guess,1101,5536628,0.19885749954665546
Wolter & Pike (2015),643,Target,guesser,0,5536628,0.0
Wolter & Pike (2015),644,Input,age,1798,5536628,0.32474639798808946
Wolter & Pike (2015),644,Target,ageist,0,5536628,0.0
Nagy et al. (2003),645,Input,climber,64,5536628,0.011559382353302406
Nagy et al. (2003),645,Target,climb,462,5536628,0.08344429136290175
Nagy et al. (2003),646,Input,personal,400,5536628,0.07224613970814005
Nagy et al. (2003),646,Target,person,1370,5536628,0.24744302850037966
Nagy et al. (2003),647,Input,sunny,147,5536628,0.026550456342741467
Nagy et al. (2003),647,Target,sun,1249,5536628,0.2255885712386673
Nagy et al. (2003),648,Input,flight,353,5536628,0.06375721829243358
Nagy et al. (2003),648,Target,fly,715,5536628,0.12913997472830033
Nagy et al. (2003),649,Input,relative,65,5536628,0.011739997702572757
Nagy et al. (2003),649,Target,relate,60,5536628,0.010836920956221005
Nagy et al. (2003),650,Input,rainy,60,5536628,0.010836920956221005
Nagy et al. (2003),650,Target,rain,673,5536628,0.12155413005894562
Nagy et al. (2003),651,Input,depth,44,5536628,0.007947075367895405
Nagy et al. (2003),651,Target,deep,1344,5536628,0.24274702941935056
Nagy et al. (2003),652,Input,battle,445,5536628,0.0803738304253058
Nagy et al. (2003),652,Target,bat,299,5536628,0.05400398943183469
Nagy et al. (2003),653,Input,reasonable,97,5536628,0.017519688879223963
Nagy et al. (2003),653,Target,reason,801,5536628,0.14467289476555042
Nagy et al. (2003),654,Input,adorable,65,5536628,0.011739997702572757
Nagy et al. (2003),654,Target,adore,24,5536628,0.004334768382488403
Nagy et al. (2003),655,Input,national,1138,5536628,0.20554026746965842
Nagy et al. (2003),655,Target,nation,225,5536628,0.04063845358582877
Nagy et al. (2003),656,Input,imaginary,96,5536628,0.017339073529953612
Nagy et al. (2003),656,Target,imagine,444,5536628,0.08019321507603545
Nagy et al. (2003),657,Input,thinker,7,5536628,0.001264307444892451
Nagy et al. (2003),657,Target,think,6346,5536628,1.1461850064696417
Nagy et al. (2003),658,Input,laughter,225,5536628,0.04063845358582877
Nagy et al. (2003),658,Target,laugh,615,5536628,0.11107843980126532
Nagy et al. (2003),659,Input,global,50,5536628,0.009030767463517506
Nagy et al. (2003),659,Target,globe,50,5536628,0.009030767463517506
Nagy et al. (2003),660,Input,movement,244,5536628,0.04407014522196542
Nagy et al. (2003),660,Target,move,1354,5536628,0.24455318291205405
Nagy et al. (2003),661,Input,tension,84,5536628,0.01517168933870941
Nagy et al. (2003),661,Target,tense,77,5536628,0.013907381893816958
Nagy et al. (2003),662,Input,reality,250,5536628,0.04515383731758753
Nagy et al. (2003),662,Target,real,1844,5536628,0.33305470405452564
Nagy et al. (2003),663,Input,sanity,29,5536628,0.0052378451288401535
Nagy et al. (2003),663,Target,sane,21,5536628,0.0037929223346773525
Nagy et al. (2003),664,Input,donation,22,5536628,0.003973537683947702
Nagy et al. (2003),664,Target,donate,37,5536628,0.006682767923002954
Nagy et al. (2003),665,Input,dinner,1113,5536628,0.20102488373789967
Nagy et al. (2003),665,Target,dine,20,5536628,0.003612306985407002
Nagy et al. (2003),666,Input,twelfth,25,5536628,0.004515383731758753
Nagy et al. (2003),666,Target,twelve,250,5536628,0.04515383731758753
Nagy et al. (2003),667,Input,fortunate,49,5536628,0.008850152114247155
Nagy et al. (2003),667,Target,fortune,200,5536628,0.036123069854070024
Nagy et al. (2003),668,Input,painful,158,5536628,0.02853722518471532
Nagy et al. (2003),668,Target,pain,699,5536628,0.12625012913997474
Nagy et al. (2003),669,Input,decision,323,5536628,0.058338757814323086
Nagy et al. (2003),669,Target,decide,391,5536628,0.0706206015647069
Nagy et al. (2003),670,Input,musical,108,5536628,0.019506457721197815
Nagy et al. (2003),670,Target,music,872,5536628,0.1574965845637453
Nagy et al. (2003),671,Input,action,489,5536628,0.0883209057932012
Nagy et al. (2003),671,Target,act,558,5536628,0.10078336489285536
Nagy et al. (2003),672,Input,fifty,280,5536628,0.05057229779569803
Nagy et al. (2003),672,Target,five,1920,5536628,0.34678147059907216
Nagy et al. (2003),673,Input,permission,177,5536628,0.03196891682085197
Nagy et al. (2003),673,Target,permit,46,5536628,0.008308306066436105
Nagy et al. (2003),674,Input,clarity,42,5536628,0.007585844669354705
Nagy et al. (2003),674,Target,clear,958,5536628,0.1730295046009954
Nagy et al. (2003),675,Input,creative,133,5536628,0.024021841452956563
Nagy et al. (2003),675,Target,create,438,5536628,0.07910952298041335
Nagy et al. (2003),676,Input,loyalty,41,5536628,0.007405229320084355
Nagy et al. (2003),676,Target,loyal,79,5536628,0.01426861259235766
Nagy et al. (2003),677,Input,ability,311,5536628,0.05617137362307889
Nagy et al. (2003),677,Target,able,1268,5536628,0.22902026287480395
Nagy et al. (2003),678,Input,criminal,142,5536628,0.025647379596389717
Nagy et al. (2003),678,Target,crime,192,5536628,0.034678147059907224
Nagy et al. (2003),679,Input,reliable,53,5536628,0.009572613511328557
Nagy et al. (2003),679,Target,rely,68,5536628,0.012281843750383808
Nagy et al. (2003),680,Input,education,605,5536628,0.10927228630856181
Nagy et al. (2003),680,Target,educate,31,5536628,0.005599075827380853
Nagy et al. (2003),681,Input,election,69,5536628,0.012462459099654157
Nagy et al. (2003),681,Target,elect,20,5536628,0.003612306985407002
Nagy et al. (2003),682,Input,deadly,129,5536628,0.023299380055875164
Nagy et al. (2003),682,Target,dead,1154,5536628,0.208430113057984
James et al. (2021),683,Input,lemon,156,5536628,0.028175994486174617
James et al. (2021),683,Target,lemons,16,5536628,0.0028898455883256016
James et al. (2021),684,Input,ride,887,5536628,0.16020581480280055
James et al. (2021),684,Target,rides,138,5536628,0.024924918199308314
James et al. (2021),685,Input,call,2248,5536628,0.40602330515974705
James et al. (2021),685,Target,calls,459,5536628,0.0829024453150907
James et al. (2021),686,Input,bend,185,5536628,0.03341383961501477
James et al. (2021),686,Target,bent,295,5536628,0.053281528034753285
James et al. (2021),687,Input,drop,495,5536628,0.08940459788882331
James et al. (2021),687,Target,dropped,661,5536628,0.11938674586770143
James et al. (2021),688,Input,elf,54,5536628,0.009753228860598907
James et al. (2021),688,Target,elves,61,5536628,0.011017536305491356
James et al. (2021),689,Input,beach,560,5536628,0.10114459559139606
James et al. (2021),689,Target,beaches,28,5536628,0.005057229779569804
James et al. (2021),690,Input,nod,119,5536628,0.021493226563171666
James et al. (2021),690,Target,nodded,973,5536628,0.17573873484005068
