Reference,Item number,Type,Word,Books Count,Books Total Count,Books Frequency per 1000 words,COCA Count,COCA Total Count,COCA Frequency per 1000 words,Movies Count,Movies Total Count,Movies Frequency per 1000 words,CHILDES Count,CHILDES Total Count,CHILDES Frequency per 1000 words,Average Frequency per 1000 Words
McCutchen & Logan (2011),424,Target,absence,0,199877,0.0,50,5536628,0.0090307674635175,1,66112,0.0151258470474346,0,3826525,0.0,0.006039153627738025
McCutchen & Logan (2011),425,Input,win,16,199877,0.0800492302766201,843,5536628,0.1522587394349051,4,66112,0.0605033881897386,177,3826525,0.04625606784,0.08476685643531595
McCutchen & Logan (2011),425,Target,winner,3,199877,0.0150092306768662,217,5536628,0.0391935307916659,1,66112,0.0151258470474346,44,3826525,0.01149868353,0.020206823011491674
McCutchen & Logan (2011),426,Input,distant,4,199877,0.020012307569155,156,5536628,0.0281759944861746,1,66112,0.0151258470474346,2,3826525,0.0005226674332,0.01595920413399105
McCutchen & Logan (2011),426,Target,distance,4,199877,0.020012307569155,473,5536628,0.0854310602048756,1,66112,0.0151258470474346,30,3826525,0.007840011499,0.0321023065801163
McCutchen & Logan (2011),427,Input,science,5,199877,0.0250153844614437,403,5536628,0.072787985755951,5,66112,0.0756292352371732,24,3826525,0.006272009199,0.04492615366339198
McCutchen & Logan (2011),427,Target,scientist,1,199877,0.0050030768922887,103,5536628,0.018603380974846,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.010009743374392324
McCutchen & Logan (2011),428,Input,deep,66,199877,0.330203074891058,1344,5536628,0.2427470294193505,3,66112,0.0453775411423039,131,3826525,0.03423471688,0.1631405905831781
McCutchen & Logan (2011),428,Target,depth,2,199877,0.0100061537845775,44,5536628,0.0079470753678954,0,66112,0.0,0,3826525,0.0,0.004488307288118225
McCutchen & Logan (2011),429,Input,pain,5,199877,0.0250153844614437,699,5536628,0.1262501291399747,7,66112,0.1058809293320425,18,3826525,0.004704006899,0.06546261245811523
McCutchen & Logan (2011),429,Target,painful,0,199877,0.0,158,5536628,0.0285372251847153,2,66112,0.0302516940948693,5,3826525,0.001306668583,0.01502389696564615
McCutchen & Logan (2011),430,Input,think,257,199877,1.285790761318211,6346,5536628,1.1461850064696415,233,66112,3.5243223620522746,15015,3826525,3.923925755,2.470055971210032
McCutchen & Logan (2011),430,Target,thought,163,199877,0.8155015334430674,4675,5536628,0.8443767578388868,51,66112,0.7714181994191674,1871,3826525,0.4889553838,0.7300629686252804
McCutchen & Logan (2011),431,Input,accept,3,199877,0.0150092306768662,254,5536628,0.0458762987146689,14,66112,0.2117618586640851,5,3826525,0.001306668583,0.06848851415965504
McCutchen & Logan (2011),431,Target,acceptable,0,199877,0.0,51,5536628,0.0092113828127878,1,66112,0.0151258470474346,2,3826525,0.0005226674332,0.0062149743233556
McCutchen & Logan (2011),432,Input,comfort,1,199877,0.0050030768922887,232,5536628,0.0419027610307212,1,66112,0.0151258470474346,11,3826525,0.002874670883,0.016226588963361124
McCutchen & Logan (2011),432,Target,comfortable,7,199877,0.0350215382460213,339,5536628,0.0612286034026486,2,66112,0.0302516940948693,114,3826525,0.02979204369,0.0390734698583848
McCutchen & Logan (2011),433,Input,sign,22,199877,0.1100676916303526,827,5536628,0.1493688938465795,7,66112,0.1058809293320425,193,3826525,0.05043740731,0.10393873052974366
McCutchen & Logan (2011),433,Target,signature,0,199877,0.0,41,5536628,0.0074052293200843,0,66112,0.0,0,3826525,0.0,0.001851307330021075
McCutchen & Logan (2011),434,Input,long,216,199877,1.0806646087343716,5091,5536628,0.9195127431353524,45,66112,0.6806631171345595,1937,3826525,0.5062034091,0.7967609695260708
McCutchen & Logan (2011),434,Target,length,2,199877,0.0100061537845775,252,5536628,0.0455150680161282,1,66112,0.0151258470474346,10,3826525,0.002613337166,0.018315101503535075
McCutchen & Logan (2011),435,Input,know,271,199877,1.3558338378102532,10391,5536628,1.876774094268208,367,66112,5.551185866408519,19207,3826525,5.019436695,3.450807623371745
McCutchen & Logan (2011),435,Target,knowledge,0,199877,0.0,286,5536628,0.0516559898913201,3,66112,0.0453775411423039,4,3826525,0.001045334866,0.024519716474906
McCutchen & Logan (2011),436,Input,excel,0,199877,0.0,28,5536628,0.0050572297795698,0,66112,0.0,0,3826525,0.0,0.00126430744489245
McCutchen & Logan (2011),436,Target,excellent,10,199877,0.0500307689228875,154,5536628,0.0278147637876339,9,66112,0.1361326234269119,176,3826525,0.04599473413,0.06499322256685833
Roth (2007),437,Input,walk,61,199877,0.3051876904296142,1315,5536628,0.2375091842905104,14,66112,0.2117618586640851,1020,3826525,0.266560391,0.25525478109605243
Roth (2007),437,Target,walked,73,199877,0.3652246131370792,1481,5536628,0.2674913322693885,3,66112,0.0453775411423039,167,3826525,0.04364273068,0.1804340543071929
Roth (2007),438,Input,sneaker,1,199877,0.0050030768922887,16,5536628,0.0028898455883256,0,66112,0.0,20,3826525,0.005226674332,0.003279899203153575
Roth (2007),438,Target,sneakers,2,199877,0.0100061537845775,97,5536628,0.0175196888792239,0,66112,0.0,124,3826525,0.03240538086,0.01498280588095035
Roth (2007),439,Input,low,29,199877,0.145089229876374,1008,5536628,0.1820602720645129,5,66112,0.0756292352371732,109,3826525,0.02848537511,0.10781602807201501
Roth (2007),439,Target,lower,2,199877,0.0100061537845775,392,5536628,0.0708012169139772,1,66112,0.0151258470474346,33,3826525,0.008624012649,0.026139307598747323
Roth (2007),440,Input,stood,40,199877,0.2001230756915503,1691,5536628,0.305420555616162,2,66112,0.0302516940948693,75,3826525,0.01960002875,0.1388488385381454
Roth (2007),440,Target,stand,46,199877,0.2301415370452828,1059,5536628,0.1912716548773007,17,66112,0.2571393998063891,956,3826525,0.2498350331,0.23209690620724316
Roth (2007),441,Input,lose,5,199877,0.0250153844614437,617,5536628,0.111439670499806,11,66112,0.1663843175217812,246,3826525,0.06428809429,0.09178186669325773
Roth (2007),441,Target,lost,52,199877,0.2601599983990154,1345,5536628,0.2429276447686209,13,66112,0.1966360116166505,553,3826525,0.1445175453,0.21106030002107173
Roth (2007),442,Input,say,226,199877,1.130695377657259,4718,5536628,0.8521432178575118,128,66112,1.936108422071636,8290,3826525,2.166456511,1.5213508821466017
Roth (2007),442,Target,said,1882,199877,9.415790711287444,20477,5536628,3.698460507008959,84,66112,1.270571151984511,5191,3826525,1.356583323,3.9353514233202285
Roth (2007),443,Input,child,37,199877,0.185113845014684,6346,5536628,1.1461850064696415,20,66112,0.3025169409486931,231,3826525,0.06036808854,0.42354597024325463
Roth (2007),443,Target,children,139,199877,0.6954276880281373,5853,5536628,1.0571416392793591,7,66112,0.1058809293320425,715,3826525,0.1868536074,0.5113259660098848
Roth (2007),444,Input,kept,53,199877,0.2651630752913042,1206,5536628,0.2178221112200422,3,66112,0.0453775411423039,165,3826525,0.04312006324,0.14287069772341254
Roth (2007),444,Target,keep,89,199877,0.4452738434136994,3490,5536628,0.6303475689535218,38,66112,0.574782187802517,1781,3826525,0.4654353493,0.5289597373674345
Roth (2007),445,Input,taller,5,199877,0.0250153844614437,128,5536628,0.0231187647066048,1,66112,0.0151258470474346,74,3826525,0.01933869503,0.020649672811370777
Roth (2007),445,Target,tall,36,199877,0.1801107681223952,828,5536628,0.1495495091958499,2,66112,0.0302516940948693,409,3826525,0.1068854901,0.11669936537827859
Roth (2007),446,Input,person,11,199877,0.0550338458151763,1370,5536628,0.2474430285003796,10,66112,0.1512584704743465,469,3826525,0.1225655131,0.1440752144724756
Roth (2007),446,Target,people,102,199877,0.5103138430134533,5986,5536628,1.0811634807323158,88,66112,1.3310745401742496,2233,3826525,0.5835581892,0.8765275132800047
Roth (2007),447,Input,fun,142,199877,0.7104369187050036,1697,5536628,0.3065042477117841,14,66112,0.2117618586640851,1322,3826525,0.3454831734,0.3935465496202182
Roth (2007),447,Target,funny,46,199877,0.2301415370452828,620,5536628,0.111981516547617,17,66112,0.2571393998063891,1874,3826525,0.489739385,0.27225045959982225
Roth (2007),448,Input,bake,6,199877,0.0300184613537325,266,5536628,0.0480436829059131,0,66112,0.0,86,3826525,0.02247469963,0.0251342109724114
Roth (2007),448,Target,baker,16,199877,0.0800492302766201,153,5536628,0.0276341484383635,0,66112,0.0,27,3826525,0.007056010349,0.0286848472659959
Roth (2007),449,Input,sun,155,199877,0.7754769183047574,1249,5536628,0.2255885712386673,10,66112,0.1512584704743465,596,3826525,0.1557548951,0.32701971377944283
Roth (2007),449,Target,sunny,23,199877,0.1150707685226414,147,5536628,0.0265504563427414,0,66112,0.0,110,3826525,0.02874670883,0.0425919834238457
Roth (2007),450,Input,work,118,199877,0.5903630732900734,4235,5536628,0.7649060041599327,48,66112,0.7260406582768635,1849,3826525,0.483206042,0.6411289444317174
Roth (2007),450,Target,worker,3,199877,0.0150092306768662,194,5536628,0.0350393777584479,23,66112,0.347894482090997,27,3826525,0.007056010349,0.10124977521882778
Roth (2007),451,Input,deep,66,199877,0.330203074891058,1344,5536628,0.2427470294193505,3,66112,0.0453775411423039,131,3826525,0.03423471688,0.1631405905831781
Roth (2007),451,Target,depth,2,199877,0.0100061537845775,44,5536628,0.0079470753678954,0,66112,0.0,0,3826525,0.0,0.004488307288118225
Roth (2007),452,Input,action,5,199877,0.0250153844614437,489,5536628,0.0883209057932012,5,66112,0.0756292352371732,20,3826525,0.005226674332,0.04854804995595453
Roth (2007),452,Target,act,21,199877,0.1050646147380639,558,5536628,0.1007833648928553,12,66112,0.1815101645692158,78,3826525,0.0203840299,0.10193554352503376
Roth (2007),453,Input,art,7,199877,0.0350215382460213,510,5536628,0.0921138281278785,2,66112,0.0302516940948693,70,3826525,0.01829336016,0.043920105157192274
Roth (2007),453,Target,artist,1,199877,0.0050030768922887,170,5536628,0.0307046093759595,2,66112,0.0302516940948693,43,3826525,0.01123734981,0.019299182543279378
Roth (2007),454,Input,wide,39,199877,0.1951199987992615,787,5536628,0.1421442798757655,1,66112,0.0151258470474346,175,3826525,0.04573340041,0.0995308815331154
Roth (2007),454,Target,width,0,199877,0.0,26,5536628,0.0046959990810291,0,66112,0.0,0,3826525,0.0,0.001173999770257275
Roth (2007),455,Input,strength,1,199877,0.0050030768922887,439,5536628,0.0792901383296837,11,66112,0.1663843175217812,11,3826525,0.002874670883,0.06338805090668839
Roth (2007),455,Target,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
Roth (2007),456,Input,music,17,199877,0.0850523071689088,872,5536628,0.1574965845637453,5,66112,0.0756292352371732,507,3826525,0.1324961943,0.11266858031745683
Roth (2007),456,Target,musician,0,199877,0.0,40,5536628,0.007224613970814,0,66112,0.0,5,3826525,0.001306668583,0.0021328206384535
McCutchen et al. (2009),457,Input,four,97,199877,0.4852984585520095,2329,5536628,0.4206531484506454,18,66112,0.2722652468538238,1855,3826525,0.4847740443,0.4157477245391197
McCutchen et al. (2009),457,Target,fourth,6,199877,0.0300184613537325,320,5536628,0.057796911766512,1,66112,0.0151258470474346,64,3826525,0.01672535786,0.029916644506919773
McCutchen et al. (2009),458,Input,ill,1,199877,0.0050030768922887,296,5536628,0.0534621433840236,143,66112,2.162996127783156,18,3826525,0.004704006899,0.5565413387396171
McCutchen et al. (2009),458,Target,illness,0,199877,0.0,138,5536628,0.0249249181993083,0,66112,0.0,3,3826525,0.0007840011499,0.006427229837302075
McCutchen et al. (2009),459,Input,allow,0,199877,0.0,378,5536628,0.0682726020241923,6,66112,0.0907550822846079,5,3826525,0.001306668583,0.04008358822295005
McCutchen et al. (2009),459,Target,allowance,1,199877,0.0050030768922887,73,5536628,0.0131849204967355,1,66112,0.0151258470474346,18,3826525,0.004704006899,0.009504462833864698
McCutchen et al. (2009),460,Input,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
McCutchen et al. (2009),460,Target,strength,1,199877,0.0050030768922887,439,5536628,0.0792901383296837,11,66112,0.1663843175217812,11,3826525,0.002874670883,0.06338805090668839
McCutchen et al. (2009),461,Input,art,7,199877,0.0350215382460213,510,5536628,0.0921138281278785,2,66112,0.0302516940948693,70,3826525,0.01829336016,0.043920105157192274
McCutchen et al. (2009),461,Target,artist,1,199877,0.0050030768922887,170,5536628,0.0307046093759595,2,66112,0.0302516940948693,43,3826525,0.01123734981,0.019299182543279378
McCutchen et al. (2009),462,Input,quick,35,199877,0.1751076912301065,708,5536628,0.1278756672834078,9,66112,0.1361326234269119,275,3826525,0.07186677207,0.12774568850260656
McCutchen et al. (2009),462,Target,quickly,34,199877,0.1701046143378177,1220,5536628,0.2203507261098271,8,66112,0.1210067763794772,137,3826525,0.03580271918,0.1368162090017805
McCutchen et al. (2009),463,Input,victory,0,199877,0.0,176,5536628,0.0317883014715816,5,66112,0.0756292352371732,2,3826525,0.0005226674332,0.0269850510354887
McCutchen et al. (2009),463,Target,victorious,1,199877,0.0050030768922887,12,5536628,0.0021673841912442,0,66112,0.0,0,3826525,0.0,0.001792615270883225
McCutchen et al. (2009),464,Input,assume,0,199877,0.0,101,5536628,0.0182421502763053,5,66112,0.0756292352371732,14,3826525,0.003658672033,0.024382514386619623
McCutchen et al. (2009),464,Target,assumption,0,199877,0.0,18,5536628,0.0032510762868663,0,66112,0.0,0,3826525,0.0,0.000812769071716575
McCutchen et al. (2009),465,Input,music,17,199877,0.0850523071689088,872,5536628,0.1574965845637453,5,66112,0.0756292352371732,507,3826525,0.1324961943,0.11266858031745683
McCutchen et al. (2009),465,Target,musician,0,199877,0.0,40,5536628,0.007224613970814,0,66112,0.0,5,3826525,0.001306668583,0.0021328206384535
McCutchen et al. (2009),466,Input,care,78,199877,0.390239997598523,2594,5536628,0.4685162160072882,21,66112,0.3176427879961278,533,3826525,0.139290871,0.32892246815048476
McCutchen et al. (2009),466,Target,careful,13,199877,0.0650399995997538,467,5536628,0.0843473681092535,4,66112,0.0605033881897386,3329,3826525,0.8699799426,0.26996767462468646
McCutchen et al. (2009),467,Input,sad,52,199877,0.2601599983990154,435,5536628,0.0785676769326022,5,66112,0.0756292352371732,441,3826525,0.115248169,0.1324012698921977
McCutchen et al. (2009),467,Target,sadness,1,199877,0.0050030768922887,75,5536628,0.0135461511952762,1,66112,0.0151258470474346,1,3826525,0.0002613337166,0.008484102212899873
McCutchen et al. (2009),468,Input,decide,8,199877,0.04002461513831,391,5536628,0.0706206015647069,2,66112,0.0302516940948693,130,3826525,0.03397338316,0.04371757348947155
McCutchen et al. (2009),468,Target,decision,1,199877,0.0050030768922887,323,5536628,0.058338757814323,3,66112,0.0453775411423039,20,3826525,0.005226674332,0.0284865125452289
McCutchen et al. (2009),469,Input,swim,27,199877,0.1350830760917964,381,5536628,0.0688144480720033,2,66112,0.0302516940948693,351,3826525,0.09172813453,0.08146933819716726
McCutchen et al. (2009),469,Target,swimmer,0,199877,0.0,69,5536628,0.0124624590996541,0,66112,0.0,14,3826525,0.003658672033,0.004030282783163525
McCutchen et al. (2009),470,Input,examine,1,199877,0.0050030768922887,93,5536628,0.0167972274821425,0,66112,0.0,15,3826525,0.003920005749,0.0064300775308578
McCutchen et al. (2009),470,Target,examination,0,199877,0.0,64,5536628,0.0115593823533024,0,66112,0.0,7,3826525,0.001829336016,0.0033471795923255996
McCutchen et al. (2009),471,Input,nerve,0,199877,0.0,95,5536628,0.0171584581806832,5,66112,0.0756292352371732,4,3826525,0.001045334866,0.0234582570709641
McCutchen et al. (2009),471,Target,nervous,5,199877,0.0250153844614437,387,5536628,0.0698981401676255,10,66112,0.1512584704743465,41,3826525,0.01071468238,0.06422166937085393
McCutchen et al. (2009),472,Input,trick,25,199877,0.1250769223072189,300,5536628,0.054184604781105,9,66112,0.1361326234269119,191,3826525,0.04991473987,0.09132722259630895
McCutchen et al. (2009),472,Target,tricky,2,199877,0.0100061537845775,65,5536628,0.0117399977025727,0,66112,0.0,63,3826525,0.01646402415,0.00955254390928755
McCutchen et al. (2009),473,Input,five,79,199877,0.3952430744908118,1920,5536628,0.3467814705990721,39,66112,0.5899080348499516,1965,3826525,0.5135207532,0.4613633332849588
McCutchen et al. (2009),473,Target,fifth,2,199877,0.0100061537845775,255,5536628,0.0460569140639392,1,66112,0.0151258470474346,60,3826525,0.015680023,0.021717234473987823
McCutchen et al. (2009),474,Input,absent,0,199877,0.0,32,5536628,0.0057796911766512,0,66112,0.0,15,3826525,0.003920005749,0.0024249242314127997
McCutchen et al. (2009),474,Target,absence,0,199877,0.0,50,5536628,0.0090307674635175,1,66112,0.0151258470474346,0,3826525,0.0,0.006039153627738025
McCutchen et al. (2009),475,Input,win,16,199877,0.0800492302766201,843,5536628,0.1522587394349051,4,66112,0.0605033881897386,177,3826525,0.04625606784,0.08476685643531595
McCutchen et al. (2009),475,Target,winner,3,199877,0.0150092306768662,217,5536628,0.0391935307916659,1,66112,0.0151258470474346,44,3826525,0.01149868353,0.020206823011491674
McCutchen et al. (2009),476,Input,distant,4,199877,0.020012307569155,156,5536628,0.0281759944861746,1,66112,0.0151258470474346,2,3826525,0.0005226674332,0.01595920413399105
McCutchen et al. (2009),476,Target,distance,4,199877,0.020012307569155,473,5536628,0.0854310602048756,1,66112,0.0151258470474346,30,3826525,0.007840011499,0.0321023065801163
McCutchen et al. (2009),477,Input,science,5,199877,0.0250153844614437,403,5536628,0.072787985755951,5,66112,0.0756292352371732,24,3826525,0.006272009199,0.04492615366339198
McCutchen et al. (2009),477,Target,scientist,1,199877,0.0050030768922887,103,5536628,0.018603380974846,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.010009743374392324
McCutchen et al. (2009),478,Input,deep,66,199877,0.330203074891058,1344,5536628,0.2427470294193505,3,66112,0.0453775411423039,131,3826525,0.03423471688,0.1631405905831781
McCutchen et al. (2009),478,Target,depth,2,199877,0.0100061537845775,44,5536628,0.0079470753678954,0,66112,0.0,0,3826525,0.0,0.004488307288118225
McCutchen et al. (2009),479,Input,pain,5,199877,0.0250153844614437,699,5536628,0.1262501291399747,7,66112,0.1058809293320425,18,3826525,0.004704006899,0.06546261245811523
McCutchen et al. (2009),479,Target,painful,0,199877,0.0,158,5536628,0.0285372251847153,2,66112,0.0302516940948693,5,3826525,0.001306668583,0.01502389696564615
McCutchen et al. (2009),480,Input,think,257,199877,1.285790761318211,6346,5536628,1.1461850064696415,233,66112,3.5243223620522746,15015,3826525,3.923925755,2.470055971210032
McCutchen et al. (2009),480,Target,thought,163,199877,0.8155015334430674,4675,5536628,0.8443767578388868,51,66112,0.7714181994191674,1871,3826525,0.4889553838,0.7300629686252804
McCutchen et al. (2009),481,Input,accept,3,199877,0.0150092306768662,254,5536628,0.0458762987146689,14,66112,0.2117618586640851,5,3826525,0.001306668583,0.06848851415965504
McCutchen et al. (2009),481,Target,acceptable,0,199877,0.0,51,5536628,0.0092113828127878,1,66112,0.0151258470474346,2,3826525,0.0005226674332,0.0062149743233556
McCutchen et al. (2009),482,Input,comfort,1,199877,0.0050030768922887,232,5536628,0.0419027610307212,1,66112,0.0151258470474346,11,3826525,0.002874670883,0.016226588963361124
McCutchen et al. (2009),482,Target,comfortable,7,199877,0.0350215382460213,339,5536628,0.0612286034026486,2,66112,0.0302516940948693,114,3826525,0.02979204369,0.0390734698583848
McCutchen et al. (2009),483,Input,sign,22,199877,0.1100676916303526,827,5536628,0.1493688938465795,7,66112,0.1058809293320425,193,3826525,0.05043740731,0.10393873052974366
McCutchen et al. (2009),483,Target,signature,0,199877,0.0,41,5536628,0.0074052293200843,0,66112,0.0,0,3826525,0.0,0.001851307330021075
McCutchen et al. (2009),484,Input,long,216,199877,1.0806646087343716,5091,5536628,0.9195127431353524,45,66112,0.6806631171345595,1937,3826525,0.5062034091,0.7967609695260708
McCutchen et al. (2009),484,Target,length,2,199877,0.0100061537845775,252,5536628,0.0455150680161282,1,66112,0.0151258470474346,10,3826525,0.002613337166,0.018315101503535075
McCutchen et al. (2009),485,Input,know,271,199877,1.3558338378102532,10391,5536628,1.876774094268208,367,66112,5.551185866408519,19207,3826525,5.019436695,3.450807623371745
McCutchen et al. (2009),485,Target,knowledge,0,199877,0.0,286,5536628,0.0516559898913201,3,66112,0.0453775411423039,4,3826525,0.001045334866,0.024519716474906
McCutchen et al. (2009),486,Input,excel,0,199877,0.0,28,5536628,0.0050572297795698,0,66112,0.0,0,3826525,0.0,0.00126430744489245
McCutchen et al. (2009),486,Target,excellent,10,199877,0.0500307689228875,154,5536628,0.0278147637876339,9,66112,0.1361326234269119,176,3826525,0.04599473413,0.06499322256685833
Deacon et al. (2018),487,Input,behaves,0,199877,0.0,13,5536628,0.0023479995405145,0,66112,0.0,2,3826525,0.0005226674332,0.0007176667434286249
Deacon et al. (2018),487,Target,bravely,2,199877,0.0100061537845775,39,5536628,0.0070439986215436,0,66112,0.0,8,3826525,0.002090669733,0.0047852055347802755
Deacon et al. (2018),488,Input,wise,15,199877,0.0750461533843313,243,5536628,0.043889529872695,2,66112,0.0302516940948693,34,3826525,0.008885346365,0.0395181809292239
Deacon et al. (2018),488,Target,wisely,0,199877,0.0,43,5536628,0.007766460018625,0,66112,0.0,0,3826525,0.0,0.00194161500465625
Deacon et al. (2018),489,Input,polite,4,199877,0.020012307569155,113,5536628,0.0204095344675495,7,66112,0.1058809293320425,22,3826525,0.005749341766,0.03801302828368675
Deacon et al. (2018),489,Target,politely,9,199877,0.0450276920305988,62,5536628,0.0111981516547617,1,66112,0.0151258470474346,3,3826525,0.0007840011499,0.018033922970673775
Deacon et al. (2018),490,Input,dust,16,199877,0.0800492302766201,350,5536628,0.0632153722446225,1,66112,0.0151258470474346,70,3826525,0.01829336016,0.0441709524321693
Deacon et al. (2018),490,Target,dusty,9,199877,0.0450276920305988,117,5536628,0.0211319958646309,0,66112,0.0,8,3826525,0.002090669733,0.017062589407057425
Deacon et al. (2018),491,Input,mist,10,199877,0.0500307689228875,147,5536628,0.0265504563427414,0,66112,0.0,2,3826525,0.0005226674332,0.019275973174707223
Deacon et al. (2018),491,Target,misty,6,199877,0.0300184613537325,21,5536628,0.0037929223346773,0,66112,0.0,1,3826525,0.0002613337166,0.00851817935125245
Deacon et al. (2018),492,Input,frost,2,199877,0.0100061537845775,69,5536628,0.0124624590996541,0,66112,0.0,12,3826525,0.003136004599,0.0064011543708079
Deacon et al. (2018),492,Target,frosty,6,199877,0.0300184613537325,40,5536628,0.007224613970814,0,66112,0.0,1,3826525,0.0002613337166,0.009376102260286625
Deacon et al. (2018),493,Input,paint,47,199877,0.2351446139375716,387,5536628,0.0698981401676255,5,66112,0.0756292352371732,496,3826525,0.1296215234,0.12757337818559256
Deacon et al. (2018),493,Target,painter,2,199877,0.0100061537845775,47,5536628,0.0084889214157064,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.008731897707679624
Deacon et al. (2018),494,Input,dance,38,199877,0.1901169219069728,888,5536628,0.1603864301520709,21,66112,0.3176427879961278,546,3826525,0.1426882093,0.20270858733879288
Deacon et al. (2018),494,Target,dancer,1,199877,0.0050030768922887,56,5536628,0.0101144595591396,1,66112,0.0151258470474346,24,3826525,0.006272009199,0.009128848174465725
Deacon et al. (2018),495,Input,juggle,1,199877,0.0050030768922887,7,5536628,0.0012643074448924,0,66112,0.0,10,3826525,0.002613337166,0.002220180375795275
Deacon et al. (2018),495,Target,juggler,0,199877,0.0,4,5536628,0.0007224613970814,0,66112,0.0,4,3826525,0.001045334866,0.00044194906577034996
Deacon et al. (2018),496,Input,ghost,10,199877,0.0500307689228875,366,5536628,0.0661052178329481,0,66112,0.0,69,3826525,0.01803202645,0.03354200330145889
Deacon et al. (2018),496,Target,ghostie,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
Deacon et al. (2018),497,Input,beast,21,199877,0.1050646147380639,235,5536628,0.0424446070785322,0,66112,0.0,50,3826525,0.01306668583,0.040143976911649025
Deacon et al. (2018),497,Target,beastie,0,199877,0.0,2,5536628,0.0003612306985407,0,66112,0.0,0,3826525,0.0,9.0307674635175e-05
Deacon et al. (2018),498,Input,bird,109,199877,0.5453353812594746,763,5536628,0.1378095114932771,6,66112,0.0907550822846079,1068,3826525,0.2791044094,0.2632510961093399
Deacon et al. (2018),498,Target,birdy,0,199877,0.0,11,5536628,0.0019867688419738,0,66112,0.0,30,3826525,0.007840011499,0.00245669508524345
Deacon et al. (2018),499,Input,collect,7,199877,0.0350215382460213,182,5536628,0.0328719935672037,1,66112,0.0151258470474346,34,3826525,0.008885346365,0.0229761813064149
Deacon et al. (2018),499,Target,collection,2,199877,0.0100061537845775,188,5536628,0.0339556856628258,1,66112,0.0151258470474346,24,3826525,0.006272009199,0.016339923923459475
Deacon et al. (2018),500,Input,invent,0,199877,0.0,39,5536628,0.0070439986215436,2,66112,0.0302516940948693,6,3826525,0.0015680023,0.009715923754103226
Deacon et al. (2018),500,Target,invention,1,199877,0.0050030768922887,93,5536628,0.0167972274821425,1,66112,0.0151258470474346,7,3826525,0.001829336016,0.00968887185946645
Deacon et al. (2018),501,Input,suggest,3,199877,0.0150092306768662,177,5536628,0.0319689168208519,4,66112,0.0605033881897386,30,3826525,0.007840011499,0.028830386796614173
Deacon et al. (2018),501,Target,suggestion,1,199877,0.0050030768922887,69,5536628,0.0124624590996541,1,66112,0.0151258470474346,14,3826525,0.003658672033,0.00906251376809435
Deacon et al. (2018),502,Input,move,51,199877,0.2551569215067266,1354,5536628,0.244553182912054,25,66112,0.3781461761858664,1464,3826525,0.3825925611,0.3151122104261618
Deacon et al. (2018),502,Target,movement,2,199877,0.0100061537845775,244,5536628,0.0440701452219654,2,66112,0.0302516940948693,10,3826525,0.002613337166,0.02173533256685305
Deacon et al. (2018),503,Input,agree,3,199877,0.0150092306768662,283,5536628,0.051114143843509,2,66112,0.0302516940948693,33,3826525,0.008624012649,0.026249770316061127
Deacon et al. (2018),503,Target,agreement,0,199877,0.0,86,5536628,0.0155329200372501,3,66112,0.0453775411423039,3,3826525,0.0007840011499,0.0154236155823635
Deacon et al. (2018),504,Input,argue,2,199877,0.0100061537845775,123,5536628,0.022215687960253,2,66112,0.0302516940948693,12,3826525,0.003136004599,0.01640238510967495
Deacon et al. (2018),504,Target,argument,0,199877,0.0,97,5536628,0.0175196888792239,1,66112,0.0151258470474346,18,3826525,0.004704006899,0.009337385706414625
Levesque et al. (2017),505,Input,warm,70,199877,0.350215382460213,1030,5536628,0.1860338097484606,6,66112,0.0907550822846079,476,3826525,0.1243948491,0.18784978089832038
Levesque et al. (2017),505,Target,warmth,2,199877,0.0100061537845775,125,5536628,0.0225769186587937,0,66112,0.0,3,3826525,0.0007840011499,0.008341768398317802
Levesque et al. (2017),506,Input,growth,0,199877,0.0,192,5536628,0.0346781470599072,2,66112,0.0302516940948693,3,3826525,0.0007840011499,0.016428460576169125
Levesque et al. (2017),506,Target,grow,41,199877,0.205126152583839,775,5536628,0.1399768956845213,2,66112,0.0302516940948693,331,3826525,0.0865014602,0.11546405064080739
Levesque et al. (2017),507,Input,permit,0,199877,0.0,46,5536628,0.0083083060664361,0,66112,0.0,0,3826525,0.0,0.002077076516609025
Levesque et al. (2017),507,Target,permission,0,199877,0.0,177,5536628,0.0319689168208519,2,66112,0.0302516940948693,8,3826525,0.002090669733,0.0160778201621803
Levesque et al. (2017),508,Input,variable,0,199877,0.0,7,5536628,0.0012643074448924,0,66112,0.0,0,3826525,0.0,0.0003160768612231
Levesque et al. (2017),508,Target,vary,0,199877,0.0,93,5536628,0.0167972274821425,0,66112,0.0,0,3826525,0.0,0.004199306870535625
Levesque et al. (2017),509,Input,appear,3,199877,0.0150092306768662,282,5536628,0.0509335284942387,2,66112,0.0302516940948693,11,3826525,0.002874670883,0.02476728103724355
